"Date","Price","Open","High","Low","Vol.","Change %"
"08/02/2019","337.64","341.86","342.21","333.33","","-1.31%"
"08/01/2019","342.12","345.86","346.70","341.04","","-0.41%"
"07/31/2019","343.54","342.53","345.36","339.45","","0.42%"
"07/30/2019","342.12","344.50","344.50","339.91","","-0.69%"
"07/29/2019","344.50","346.08","346.80","343.89","","-0.50%"
"07/26/2019","346.22","348.51","348.51","344.70","","-0.57%"
"07/25/2019","348.20","347.55","348.99","344.32","","0.75%"
"07/24/2019","345.62","347.63","347.80","343.63","","-0.53%"
"07/23/2019","347.45","347.34","349.95","346.10","","0.20%"
"07/22/2019","346.75","343.79","347.46","341.24","","1.23%"
"07/19/2019","342.55","339.67","344.11","336.27","","0.76%"
"07/18/2019","339.97","346.77","347.36","337.86","","-1.85%"
"07/17/2019","346.39","345.78","349.41","344.55","","0.15%"
"07/16/2019","345.88","343.85","347.23","343.21","","0.59%"
"07/15/2019","343.85","346.75","346.75","340.45","","-0.81%"
"07/12/2019","346.65","346.69","347.86","345.68","","0.03%"
"07/11/2019","346.53","345.26","347.63","344.36","","0.78%"
"07/10/2019","343.84","344.95","347.39","343.47","","0.03%"
"07/09/2019","343.74","341.60","346.52","341.33","","0.53%"
"07/08/2019","341.94","346.66","347.65","340.73","","-1.39%"
"07/05/2019","346.75","351.64","353.29","345.06","","-1.35%"
"07/04/2019","351.48","356.29","359.50","350.49","","-0.55%"
"07/03/2019","353.44","344.27","356.10","344.27","","2.37%"
"07/02/2019","345.27","342.73","346.67","341.53","","1.00%"
"07/01/2019","341.86","342.53","345.61","339.70","","0.02%"
"06/28/2019","341.78","342.91","345.86","337.42","","-0.47%"
"06/27/2019","343.38","347.49","348.95","340.73","","-1.02%"
"06/26/2019","346.93","350.80","351.26","346.14","","-0.72%"
"06/25/2019","349.45","351.63","353.25","347.57","","-0.61%"
"06/24/2019","351.59","356.91","356.91","350.92","","-1.36%"
"06/21/2019","356.42","355.68","358.68","353.82","","0.65%"
"06/20/2019","354.13","352.62","355.87","350.93","","0.83%"
"06/19/2019","351.20","349.14","352.74","348.16","","0.79%"
"06/18/2019","348.45","350.33","351.07","347.11","","-0.62%"
"06/17/2019","350.63","356.10","356.84","349.95","","-1.32%"
"06/14/2019","355.33","355.58","357.63","352.67","","0.23%"
"06/13/2019","354.51","351.26","356.94","351.26","","0.29%"
"06/12/2019","353.50","348.12","354.78","346.67","","1.25%"
"06/11/2019","349.12","348.10","353.69","346.93","","0.11%"
"06/10/2019","348.73","354.26","356.97","347.07","","-2.90%"
"06/03/2019","359.14","352.28","360.78","348.55","","0.40%"
"05/30/2019","357.70","360.39","361.72","355.09","","-0.57%"
"05/29/2019","359.74","352.45","361.13","352.45","","2.46%"
"05/28/2019","351.11","360.66","361.18","347.98","","-2.67%"
"05/27/2019","360.74","360.51","362.74","359.26","","0.00%"
"05/24/2019","360.75","363.45","363.75","359.79","","-1.28%"
"05/23/2019","365.43","361.80","367.63","359.77","","1.21%"
"05/22/2019","361.06","349.67","362.82","349.67","","3.58%"
"05/21/2019","348.58","346.35","349.85","340.66","","0.87%"
"05/20/2019","345.57","344.22","347.27","336.44","","-0.32%"
"05/17/2019","346.69","352.34","354.21","345.33","","-1.60%"
"05/16/2019","352.34","357.96","358.21","348.90","","-1.43%"
"05/15/2019","357.45","359.14","363.18","356.08","","0.20%"
"05/14/2019","356.73","358.13","359.20","352.95","","0.10%"
"05/13/2019","356.39","360.89","367.60","355.20","","-0.74%"
"05/10/2019","359.05","358.37","361.42","356.59","","0.02%"
"05/09/2019","358.97","362.83","364.93","356.76","","-1.09%"
"05/08/2019","362.91","367.13","370.26","358.88","","-1.60%"
"05/07/2019","368.82","361.67","370.05","359.78","","1.98%"
"05/06/2019","361.67","364.79","366.37","360.68","","-0.87%"
"05/03/2019","364.86","371.46","371.46","364.23","","-1.95%"
"05/02/2019","372.10","374.47","374.47","370.81","","-0.35%"
"04/30/2019","373.39","375.84","377.48","372.22","","-0.56%"
"04/29/2019","375.51","377.11","379.32","373.81","","-0.48%"
"04/26/2019","377.34","377.36","378.20","374.39","","0.05%"
"04/25/2019","377.16","371.79","378.29","371.79","","1.52%"
"04/24/2019","371.53","369.85","375.70","368.91","","0.52%"
"04/23/2019","369.61","373.61","373.63","363.76","","-0.86%"
"04/22/2019","372.81","380.14","382.34","371.38","","-1.48%"
"04/19/2019","378.40","368.91","384.78","368.91","","2.42%"
"04/18/2019","369.47","367.37","371.78","365.23","","0.57%"
"04/17/2019","367.39","376.55","377.65","367.12","","-2.38%"
"04/16/2019","376.35","378.97","380.57","376.27","","-0.58%"
"04/15/2019","378.53","373.85","383.06","373.84","","0.87%"
"04/12/2019","375.25","372.47","379.39","370.72","","0.81%"
"04/11/2019","372.25","370.07","372.94","368.64","","0.95%"
"04/10/2019","368.76","373.99","375.52","366.80","","-1.89%"
"04/09/2019","375.87","376.36","380.00","373.37","","-0.06%"
"04/08/2019","376.08","380.59","380.59","372.28","","-0.71%"
"04/05/2019","378.78","380.59","380.74","377.01","","-0.45%"
"04/04/2019","380.49","381.65","383.49","377.36","","-0.30%"
"04/03/2019","381.65","383.28","385.51","381.36","","-0.29%"
"04/02/2019","382.75","388.50","388.96","380.44","","-1.29%"
"04/01/2019","387.75","389.17","390.46","385.94","","-0.29%"
"03/29/2019","388.86","389.35","392.60","386.93","","-0.06%"
"03/28/2019","389.10","393.08","394.33","387.73","","-1.19%"
"03/27/2019","393.80","393.96","398.19","392.40","","0.30%"
"03/26/2019","392.64","389.77","393.31","388.58","","0.97%"
"03/25/2019","388.87","391.58","391.58","386.65","","-0.60%"
"03/22/2019","391.22","387.68","393.84","387.58","","1.35%"
"03/21/2019","386.01","386.45","388.56","383.06","","-0.16%"
"03/20/2019","386.62","385.30","387.82","384.22","","-0.27%"
"03/19/2019","387.66","390.59","390.93","386.04","","-0.67%"
"03/18/2019","390.27","381.03","390.69","380.38","","2.64%"
"03/15/2019","380.25","385.08","386.11","379.06","","-1.24%"
"03/14/2019","385.02","387.03","389.88","384.51","","-0.57%"
"03/13/2019","387.21","387.59","389.71","385.52","","0.08%"
"03/12/2019","386.90","389.04","390.70","383.74","","-0.46%"
"03/11/2019","388.67","389.64","393.18","387.48","","-0.21%"
"03/08/2019","389.48","393.82","394.38","388.75","","-1.07%"
"03/07/2019","393.68","397.65","399.90","393.06","","-0.80%"
"03/06/2019","396.84","401.41","401.90","396.21","","-1.10%"
"03/05/2019","401.27","403.41","405.38","399.87","","-0.54%"
"03/04/2019","403.43","402.08","406.77","401.62","","0.05%"
"03/01/2019","403.22","396.76","405.41","396.76","","2.10%"
"02/28/2019","394.94","395.53","398.18","390.53","","0.57%"
"02/27/2019","392.71","391.77","395.08","378.67","","-0.57%"
"02/26/2019","394.96","400.15","400.15","393.28","","-1.74%"
"02/25/2019","401.95","406.77","407.50","401.37","","-1.06%"
"02/22/2019","406.27","405.58","407.07","400.72","","0.29%"
"02/21/2019","405.10","405.68","408.56","399.19","","-0.27%"
"02/20/2019","406.19","399.77","406.78","398.52","","1.27%"
"02/19/2019","401.10","404.95","405.77","400.51","","-0.60%"
"02/18/2019","403.54","407.66","408.41","399.82","","-0.29%"
"02/15/2019","404.70","405.42","406.68","402.73","","-0.03%"
"02/14/2019","404.82","402.95","406.56","400.38","","0.51%"
"02/13/2019","402.78","401.81","405.94","401.81","","0.46%"
"02/12/2019","400.93","401.09","403.36","397.76","","0.35%"
"02/11/2019","399.53","409.14","411.11","397.56","","-1.86%"
"02/08/2019","407.10","412.49","414.18","403.89","","-1.55%"
"02/07/2019","413.49","415.26","416.63","413.11","","-0.37%"
"02/06/2019","415.03","419.33","419.33","413.65","","-0.90%"
"02/04/2019","418.82","417.76","419.93","417.00","","0.69%"
"02/01/2019","415.95","413.14","417.93","413.13","","0.58%"
"01/31/2019","413.56","414.99","416.76","412.86","","-0.15%"
"01/30/2019","414.20","413.32","416.32","412.90","","0.16%"
"01/29/2019","413.53","410.57","416.12","408.12","","0.66%"
"01/28/2019","410.83","409.90","414.02","409.75","","0.21%"
"01/25/2019","409.95","411.28","412.91","408.92","","-0.12%"
"01/24/2019","410.44","408.21","412.64","407.71","","1.60%"
"01/23/2019","403.96","402.06","405.40","401.68","","1.01%"
"01/22/2019","399.94","394.52","401.03","394.22","","1.36%"
"01/21/2019","394.59","387.42","396.10","387.42","","1.85%"
"01/18/2019","387.42","388.91","388.94","386.03","","-0.08%"
"01/17/2019","387.74","388.74","388.99","381.72","","-0.10%"
"01/16/2019","388.14","389.88","389.88","386.20","","-0.50%"
"01/15/2019","390.11","384.57","391.13","383.91","","1.44%"
"01/14/2019","384.57","382.06","386.29","381.75","","0.43%"
"01/11/2019","382.94","383.21","384.16","377.20","","0.01%"
"01/10/2019","382.92","380.25","384.99","379.54","","1.33%"
"01/09/2019","377.91","379.38","379.57","375.06","","0.39%"
"01/08/2019","376.44","373.07","378.62","371.54","","1.05%"
"01/07/2019","372.53","361.74","373.53","361.74","","3.49%"
"01/04/2019","359.96","358.98","363.61","358.14","","0.42%"
"01/03/2019","358.47","363.66","367.07","357.61","","-1.36%"
"01/02/2019","363.41","367.58","374.32","362.61","","-0.98%"
"01/01/2019","367.00","355.92","367.93","355.50","","2.83%"
"12/31/2018","356.91","352.73","359.33","350.28","","0.88%"
"12/28/2018","353.80","361.20","361.20","351.48","","-2.56%"
"12/27/2018","363.10","367.16","367.93","360.27","","-0.14%"
"12/26/2018","363.62","366.48","366.48","362.59","","-0.75%"
"12/24/2018","366.38","367.19","367.19","362.30","","-0.14%"
"12/21/2018","366.91","369.17","371.63","363.06","","-0.67%"
"12/20/2018","369.40","371.19","373.89","368.49","","-0.52%"
"12/19/2018","371.33","369.15","375.42","366.43","","0.04%"
"12/18/2018","371.20","372.87","374.48","369.87","","-0.84%"
"12/17/2018","374.36","378.36","378.36","373.39","","-1.21%"
"12/14/2018","378.93","377.00","381.56","375.48","","0.79%"
"12/13/2018","375.95","378.31","382.38","373.62","","-0.43%"
"12/12/2018","377.56","384.12","387.11","374.80","","-1.94%"
"12/11/2018","385.01","391.74","391.74","384.18","","-2.09%"
"12/10/2018","393.22","388.26","395.32","385.80","","2.87%"
"12/07/2018","382.24","383.99","384.07","373.75","","-0.57%"
"12/06/2018","384.45","398.30","399.18","383.33","","-2.96%"
"12/05/2018","396.18","400.48","400.48","390.77","","-1.08%"
"12/04/2018","400.52","390.34","401.12","390.34","","2.74%"
"12/03/2018","389.84","403.45","406.55","387.81","","-2.91%"
"11/30/2018","401.52","400.12","408.15","396.48","","0.33%"
"11/29/2018","400.18","399.24","401.00","396.13","","0.21%"
"11/28/2018","399.33","402.86","404.50","398.61","","-0.61%"
"11/27/2018","401.80","398.43","402.84","394.77","","0.93%"
"11/26/2018","398.08","399.44","403.71","396.69","","-0.10%"
"11/23/2018","398.46","393.53","399.43","390.80","","1.05%"
"11/22/2018","394.31","402.39","402.39","393.26","","-2.16%"
"11/20/2018","403.01","403.81","405.48","401.34","","0.11%"
"11/19/2018","402.55","407.90","407.94","401.33","","-1.28%"
"11/16/2018","407.75","404.47","408.99","402.00","","1.34%"
"11/15/2018","402.34","391.96","403.01","390.65","","2.68%"
"11/14/2018","391.85","387.39","398.54","385.32","","-0.89%"
"11/13/2018","395.35","395.78","396.27","390.42","","-0.01%"
"11/12/2018","395.40","399.48","403.67","394.81","","-1.06%"
"11/09/2018","399.64","401.60","403.08","397.88","","-0.65%"
"11/08/2018","402.25","405.84","406.76","400.69","","-0.86%"
"11/07/2018","405.74","404.21","407.28","401.81","","1.60%"
"11/06/2018","399.37","406.14","407.51","394.95","","-2.00%"
"11/05/2018","407.53","413.47","413.47","403.19","","-1.50%"
"11/02/2018","413.72","408.74","417.47","406.95","","1.04%"
"11/01/2018","409.47","412.60","412.60","407.54","","-0.97%"
"10/31/2018","413.46","414.58","416.11","408.82","","-0.46%"
"10/30/2018","415.35","411.18","416.57","408.68","","1.41%"
"10/29/2018","409.57","399.90","410.23","399.90","","3.55%"
"10/26/2018","395.51","384.37","396.67","379.65","","3.94%"
"10/25/2018","380.50","386.03","391.50","378.04","","-0.61%"
"10/24/2018","382.85","374.55","383.04","374.55","","4.59%"
"10/23/2018","366.06","374.07","374.07","364.61","","-2.14%"
"10/22/2018","374.07","375.38","379.14","372.92","","-0.02%"
"10/19/2018","374.13","372.32","375.40","367.49","","0.59%"
"10/18/2018","371.93","372.47","375.44","367.47","","-0.07%"
"10/17/2018","372.19","365.47","373.66","365.14","","1.98%"
"10/16/2018","364.95","371.28","375.74","364.07","","-1.83%"
"10/15/2018","371.75","376.22","380.45","365.57","","-1.64%"
"10/12/2018","377.94","387.50","387.50","375.94","","-2.58%"
"10/11/2018","387.94","395.70","395.70","387.10","","-2.08%"
"10/10/2018","396.17","389.41","396.71","383.60","","2.22%"
"10/09/2018","387.57","382.08","395.51","382.08","","1.63%"
"10/08/2018","381.34","395.29","397.72","380.02","","-3.59%"
"10/05/2018","395.55","405.18","406.66","391.41","","-2.45%"
"10/04/2018","405.47","411.22","411.38","404.20","","-1.23%"
"10/03/2018","410.53","413.98","414.25","410.12","","-0.77%"
"10/02/2018","413.73","417.67","418.33","412.94","","-0.78%"
"10/01/2018","416.98","419.04","420.45","415.45","","-0.38%"
"09/28/2018","418.57","415.56","418.66","412.72","","0.73%"
"09/27/2018","415.55","413.80","416.38","410.99","","0.59%"
"09/26/2018","413.12","415.14","416.19","410.26","","-0.41%"
"09/25/2018","414.81","414.72","417.56","414.14","","0.24%"
